timestamp,temperature,humidity,device
2022-10-01 15:07:26.407448,24.3,89.0,192.168.88.251
2022-10-01 15:07:31.510390,24.3,89.0,192.168.88.251
2022-10-01 15:07:36.562050,24.3,88.0,192.168.88.251
2022-10-01 15:07:41.641626,24.3,88.0,192.168.88.251
2022-10-01 15:07:46.690166,24.2,88.0,192.168.88.251
